Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
1,2,1,0.38998334353759734,0,0,-0.32388713579775025,False,True
0,2,0,-0.9080684600767143,0,0,-0.32388713579775025,False,True
1,3,1,-0.9080684600767143,1,0,-0.7035493417419546,False,True
1,2,0,-2.5056706799097133,1,1,0.6352657028812998,False,True
1,1,1,1.5881850084123466,0,0,0.7622280263273697,False,False
0,3,0,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,3,0,1.3884847309332218,0,1,-0.6629697985670717,False,True
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,2,1,-0.40881776637890216,0,0,-0.32388713579775025,False,True
0,3,0,-0.009417211420652386,0,0,-0.5821205923651868,False,True
0,3,0,0.5896836210167222,0,0,-0.8037734352851562,False,True
0,3,0,1.7379602165216903,0,0,-0.7499723391340206,False,False
1,3,0,-1.0079185988162767,0,0,-0.6891030243716961,False,True
0,3,0,0.38998334353759734,1,0,-0.11361132116426623,False,True
1,3,0,-0.20911748889977727,0,0,0.10312032988340385,False,False
1,3,1,-1.2076188762954017,0,0,-0.7112373206489051,True,False
1,1,0,1.1887844534540968,0,0,1.0041706408347806,False,False
0,3,0,-0.40881776637890216,0,0,-0.7628840119623923,False,True
1,2,1,0.6895337597562847,0,0,0.266360764927819,False,True
0,3,0,-0.608518043858027,0,0,-0.7481278144442531,False,True
0,2,0,0.19028306605847248,0,0,-0.32388713579775025,False,True
0,3,0,-0.009417211420652386,1,0,-0.7112373206489051,True,False
1,3,1,-0.10926735016021483,0,0,-0.6983256478205332,False,True
0,2,0,1.3884847309332218,1,0,0.709046690471996,False,True
0,2,0,0.19028306605847248,0,0,-0.5083396047744906,False,True
1,3,0,-1.2076188762954017,0,0,-0.6891030243716961,False,True
0,2,0,-0.10926735016021483,0,0,-0.32388713579775025,False,True
0,3,0,2.2871359795892836,0,0,-0.6891030243716961,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,3,0,-0.608518043858027,0,0,-0.5931877405037912,False,True
1,2,0,-0.9080684600767143,0,0,-0.5083396047744906,False,True
0,3,0,-0.7582932519673706,0,0,-0.7481278144442531,False,True
0,2,0,-1.0079185988162767,0,0,-0.32388713579775025,False,True
0,3,1,-0.009417211420652386,3,1,0.5959183021991815,False,True
0,3,0,0.09043292731891005,0,0,-0.7093927959591376,False,True
1,3,1,-2.3059704024305883,4,2,1.0327607735261752,False,True
0,2,0,-0.40881776637890216,0,0,-0.5083396047744906,False,True
0,3,1,-0.009417211420652386,0,0,-0.7259935181670443,False,True
0,2,0,1.5881850084123466,1,0,0.6352657028812998,False,True
1,2,1,-2.006419986211901,0,2,0.6537109497789738,False,True
0,2,0,-0.9080684600767143,0,0,-0.5083396047744906,False,True
0,2,0,0.4898334822771598,0,0,-0.37737835180100493,False,True
0,3,1,-0.009417211420652386,1,0,-0.21659482364335989,False,False
1,3,1,-0.009417211420652386,1,0,-0.13943466682100986,True,False
0,2,0,0.09043292731891005,0,0,-0.5083396047744906,False,True
0,3,0,-0.608518043858027,0,0,-0.7573504378930902,False,True
0,3,0,0.19028306605847248,0,0,-0.7499723391340206,False,False
0,3,1,-0.3089676276393397,0,0,-0.7093927959591376,False,True
1,2,1,-0.40881776637890216,0,2,-0.213215654411706,False,True
1,1,0,0.8892340372354095,1,1,2.5944608035621637,False,True
0,2,0,2.586686395807971,1,0,0.6352657028812998,False,True
0,3,0,-0.009417211420652386,0,0,-0.7481278144442531,False,True
0,3,1,0.09043292731891005,1,1,-0.5111063918091417,False,True
0,3,0,0.19028306605847248,1,0,-0.09516607426659206,False,True
0,3,1,1.2886345921936593,0,2,0.20825823720014566,False,True
1,3,1,0.09043292731891005,0,2,-0.1581897938665649,False,False
1,2,1,2.187285840849721,0,1,0.6352657028812998,False,True
0,3,0,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,3,0,-2.5056706799097133,4,2,1.0327607735261752,False,True
0,1,0,1.1887844534540968,0,0,-1.2830399744768002,False,True
0,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,2,0,0.7893838984958471,0,0,-0.5083396047744906,False,True
0,3,0,-1.2076188762954017,4,1,1.6451429705289533,False,True
1,3,0,-0.3089676276393397,1,0,-0.7093927959591376,False,True
0,1,0,-0.009417211420652386,0,0,1.0041706408347806,False,True
1,3,0,-0.3089676276393397,0,0,-1.2830399744768002,False,True
1,2,1,1.2886345921936593,0,1,0.15568928354177475,False,True
0,1,0,0.8892340372354095,0,1,0.9082553569668755,False,False
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,3,1,1.688035147151909,0,0,-0.7112373206489051,False,True
0,2,0,-0.009417211420652386,0,0,-1.2830399744768002,False,True
0,3,0,-2.1062701249514637,4,1,0.8658312891022253,True,False
1,3,1,0.6895337597562847,1,1,0.21102502423479688,False,True
0,3,0,-0.009417211420652386,0,0,-0.7035493417419546,False,True
0,3,0,-1.2076188762954017,0,0,-0.5821205923651868,False,True
1,3,0,-0.9080684600767143,0,0,-0.6891030243716961,False,True
0,1,0,-0.009417211420652386,0,0,0.6352657028812998,False,True
0,3,0,0.4898334822771598,0,0,-0.6439121694723948,False,False
1,3,0,0.19028306605847248,0,0,-0.5821205923651868,False,True
0,3,0,-0.608518043858027,0,0,-0.7004800526581815,False,True
1,2,0,1.3884847309332218,0,0,-0.32388713579775025,False,True
1,3,1,-0.608518043858027,0,0,-0.7112373206489051,True,False
0,2,0,0.7893838984958471,0,0,-0.33310975924658726,False,False
0,3,1,-0.40881776637890216,0,0,-0.6300782342991393,False,True
0,3,0,-0.40881776637890216,0,0,-0.7004800526581815,False,True
0,1,0,-0.009417211420652386,0,0,0.7622280263273697,False,False
0,3,0,-0.45874283574868335,0,0,-0.7496624589861397,False,False
1,1,0,-0.009417211420652386,0,0,0.9672801470394324,False,True
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,3,0,-0.009417211420652386,2,0,0.43236798700688533,True,False
0,3,0,-0.9080684600767143,0,0,-1.2830399744768002,False,True
1,2,1,-0.009417211420652386,0,0,-0.37184477773170277,True,False
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
0,2,0,0.19028306605847248,1,0,0.48770372769990744,False,False
1,1,1,0.19028306605847248,0,0,2.9172526242714594,False,False
0,2,1,-0.20911748889977727,1,1,0.6352657028812998,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,2,0,1.4883348696727843,1,1,0.6537109497789738,False,True
1,3,1,-0.20911748889977727,0,0,-0.7035493417419546,False,True
1,2,1,-0.40881776637890216,1,0,0.6352657028812998,False,True
0,2,0,2.586686395807971,0,0,-0.25010614820705407,False,True
0,3,0,-0.608518043858027,0,0,-0.7481278144442531,False,True
0,3,0,-0.10926735016021483,0,0,-0.7004800526581815,False,True
1,2,1,0.19028306605847248,0,0,-0.37184477773170277,True,False
1,2,1,-0.608518043858027,1,1,0.8566086656533882,False,True
1,2,1,0.7893838984958471,0,0,-0.32388713579775025,False,True
1,3,1,0.29013320479803495,1,1,0.2313147958222382,False,True
1,1,1,-1.2076188762954017,0,1,2.99472266124169,False,False
1,3,1,-0.009417211420652386,2,0,0.43236798700688533,True,False
0,1,0,1.7379602165216903,0,0,0.8197181718580402,False,True
0,3,0,-1.2076188762954017,2,0,0.04501780215573053,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
1,3,0,1.688035147151909,0,0,-0.6891030243716961,False,True
0,1,0,1.688035147151909,0,0,1.3361850849929133,False,True
0,2,0,-0.009417211420652386,0,0,-0.32388713579775025,False,True
0,2,0,-0.3089676276393397,0,0,-0.32388713579775025,False,True
0,2,0,0.7893838984958471,0,0,-0.32388713579775025,False,True
1,2,1,-0.40881776637890216,0,0,-0.32388713579775025,False,True
1,2,1,1.1887844534540968,0,0,-0.32388713579775025,False,True
1,3,1,-0.009417211420652386,1,0,-0.09516607426659206,False,True
1,3,0,-2.5056706799097133,1,1,-0.10992227178473138,False,True
0,3,0,1.3884847309332218,0,0,-0.6439121694723948,False,True
0,3,0,-0.5086679051184646,0,0,-0.6024103639526283,False,True
0,1,0,-0.009417211420652386,0,0,1.299294591197565,False,True
0,3,0,-1.3074690150349642,1,1,-0.7496624589861397,False,False
0,3,0,-0.3089676276393397,1,0,0.03026160463759135,False,True
0,3,0,-0.009417211420652386,0,0,-0.7499723391340206,False,False
0,3,0,-0.009417211420652386,0,0,-0.5821205923651868,False,True
1,1,1,-0.608518043858027,0,1,2.7749143430114884,False,True
0,2,1,0.989084175974972,0,0,-0.32388713579775025,False,True
1,3,1,-0.009417211420652386,0,0,-0.701704817052187,True,False
1,3,1,-0.009417211420652386,0,0,-0.701704817052187,True,False
0,3,0,1.1887844534540968,1,4,0.7754495793036223,False,True
0,2,0,0.09043292731891005,1,0,0.7622280263273697,False,False
0,3,1,1.688035147151909,0,1,-0.21659482364335989,False,False
0,3,0,0.6895337597562847,0,0,-0.7628840119623923,False,True
0,3,0,-0.009417211420652386,1,0,-0.13943466682100986,True,False
0,3,0,0.19028306605847248,0,0,-0.7481278144442531,False,True
1,3,1,-0.009417211420652386,0,0,-0.7496624589861397,False,False
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,1,0,-0.3089676276393397,1,0,2.8075034052302987,False,False
0,3,0,-1.0079185988162767,1,0,-0.8037734352851562,False,True
0,3,0,-0.9080684600767143,0,0,-0.6891030243716961,False,True
0,3,1,-2.5056706799097133,3,1,0.2718943389971212,False,True
1,3,1,-0.608518043858027,0,0,-0.7481278144442531,False,True
0,3,0,-0.8082183213371519,0,0,-0.986993761769132,False,False
0,3,0,-0.9080684600767143,0,0,-0.7093927959591376,False,True
0,3,0,0.38998334353759734,0,0,-0.6983256478205332,False,True
1,1,1,0.6895337597562847,1,0,2.5535713802394,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
1,2,1,0.7893838984958471,0,0,-0.32388713579775025,False,True
0,3,0,-0.009417211420652386,0,0,-0.7127719651907917,True,False
1,2,1,-1.1077687375558392,0,0,-0.3976681233884464,False,False
1,3,0,-0.7083681825975895,0,0,-0.7078581514172512,False,True
0,3,0,-0.009417211420652386,2,0,-0.6983256478205332,False,True
1,3,1,-0.40881776637890216,0,2,-0.05089748171217453,False,True
0,3,0,-0.608518043858027,0,0,-0.7078581514172512,False,True
0,3,1,0.29013320479803495,0,0,-0.7035493417419546,False,True
0,2,0,1.7878852858914716,0,0,0.6352657028812998,False,True
0,2,0,-0.5086679051184646,0,0,-0.5083396047744906,False,True
1,2,1,-0.009417211420652386,0,0,-0.3497104814544939,False,True
1,3,0,1.0889343147145345,0,0,-0.6983256478205332,False,True
0,3,0,-0.20911748889977727,0,0,-0.6891030243716961,False,True
0,3,1,-0.7083681825975895,1,0,-0.5581417713982106,False,True
0,3,0,-0.009417211420652386,1,0,-0.11361132116426623,False,True
0,3,1,-0.8082183213371519,0,0,-0.6439121694723948,False,True
0,2,0,0.5896836210167222,1,0,0.266360764927819,False,True
0,3,0,2.2871359795892836,0,0,-0.7112373206489051,False,True
1,2,0,-2.5056706799097133,1,1,0.10035354284875264,False,True
0,3,0,-0.7083681825975895,0,0,-0.7093927959591376,False,True
0,3,1,-0.009417211420652386,3,1,0.5959183021991815,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,3,0,-0.009417211420652386,0,0,-0.7770278272835288,True,False
0,2,0,-0.009417211420652386,0,0,-1.2830399744768002,False,True
1,3,0,1.5881850084123466,0,0,-0.6983256478205332,False,True
0,3,1,-0.009417211420652386,0,0,-0.6891030243716961,False,True
1,2,1,0.5896836210167222,1,1,1.1148421222208247,False,True
1,2,1,-1.0079185988162767,0,2,-0.32388713579775025,False,True
0,2,0,0.19028306605847248,0,0,-0.32388713579775025,False,True
0,3,1,-1.8067197087327762,0,2,0.49877087583851176,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,False
0,3,0,-0.7083681825975895,0,0,-0.7124694631416697,True,False
0,3,0,0.09043292731891005,0,0,-0.702014697200068,False,True
0,3,1,-0.009417211420652386,1,1,-0.22059375317077562,False,True
0,3,0,-1.0079185988162767,1,1,0.20825823720014566,False,True
0,3,0,-0.009417211420652386,0,0,-0.7481278144442531,False,True
1,2,1,-0.009417211420652386,1,0,0.6352657028812998,False,True
1,2,1,-0.9080684600767143,0,0,0.6352657028812998,False,True
0,3,0,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,3,0,0.38998334353759734,0,0,-0.6891030243716961,False,True
1,1,0,-0.009417211420652386,0,0,0.6758452460561827,False,True
1,3,1,-0.009417211420652386,1,0,-0.09516607426659206,False,True
1,2,1,1.3884847309332218,1,0,0.6352657028812998,False,True
0,3,0,-1.1077687375558392,0,0,-0.7573504378930902,False,True
0,1,0,2.187285840849721,1,0,2.8413172318431146,False,True
0,3,1,-0.7083681825975895,2,2,1.25318147395338,False,True
1,2,1,-0.40881776637890216,2,3,0.10035354284875264,False,True
0,2,0,0.29013320479803495,0,0,-0.5083396047744906,False,True
1,2,1,1.688035147151909,1,1,0.6537109497789738,False,True
0,3,0,-0.8082183213371519,0,0,-0.5821205923651868,False,True
0,3,0,-0.3089676276393397,1,0,-0.7093927959591376,False,True
1,2,1,-0.009417211420652386,0,0,-0.32388713579775025,False,True
1,3,0,-0.009417211420652386,0,0,-0.6844917126472777,False,True
1,2,1,-1.507169292514089,0,1,0.15568928354177475,False,True
1,1,0,0.5896836210167222,0,0,0.6758452460561827,False,True
1,3,1,-2.3059704024305883,2,1,0.1378564188411034,False,False
1,1,0,2.386986118328846,0,0,0.9672801470394324,False,True
0,2,0,0.7893838984958471,1,2,0.764382431165018,False,True
0,3,0,-0.009417211420652386,1,0,0.19012287045035262,False,True
0,1,0,0.19028306605847248,0,0,0.764382431165018,False,False
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
1,3,0,0.09043292731891005,0,0,-0.7004800526581815,False,False
1,1,1,-0.009417211420652386,1,0,2.543426494445679,False,True
1,2,1,2.187285840849721,0,0,-0.5083396047744906,False,True
0,3,0,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,1,0,1.9875855633705963,0,0,0.6758452460561827,False,True
0,3,0,0.5896836210167222,0,0,-0.6891030243716961,False,True
0,1,0,1.8877354246310338,0,0,1.5575280477650018,False,True
0,2,0,1.9875855633705963,0,0,-0.32388713579775025,False,True
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
0,3,0,0.989084175974972,0,0,-0.7628840119623923,False,True
0,2,0,-0.009417211420652386,0,0,-1.2830399744768002,False,True
0,3,0,-0.009417211420652386,0,0,-0.7130818453386725,True,False
0,3,0,-0.009417211420652386,0,0,-0.7481278144442531,False,True
0,3,0,0.989084175974972,0,0,-0.6439121694723948,False,True
1,2,1,0.4898334822771598,1,2,0.764382431165018,False,True
1,2,1,-0.5086679051184646,0,0,-0.26547472792219606,False,False
0,3,1,-0.608518043858027,0,0,-0.5572195090533268,False,True
0,1,0,-0.009417211420652386,0,0,2.5535713802394,False,True
0,2,0,0.5896836210167222,1,0,0.266360764927819,False,True
0,3,0,0.09043292731891005,1,0,-0.7631938921102733,False,True
0,3,0,-0.608518043858027,0,0,-0.7281479230046926,False,True
0,3,0,-1.9065698474723387,5,2,2.1772883435268495,False,True
0,2,0,-0.009417211420652386,0,0,-1.2830399744768002,False,True
0,3,0,2.187285840849721,0,0,-0.6891030243716961,False,True
0,3,1,-0.009417211420652386,3,1,0.5959183021991815,False,True
0,3,0,0.19028306605847248,0,0,-0.6891030243716961,False,True
1,3,0,-1.9065698474723387,1,1,-0.10992227178473138,False,True
0,3,0,-0.009417211420652386,1,0,0.19012287045035262,False,True
0,3,0,-0.7083681825975895,0,0,-0.7481278144442531,False,True
0,3,0,-0.7083681825975895,0,0,-0.6891030243716961,False,True
0,3,0,-0.009417211420652386,0,0,-0.21629232159423809,False,False
0,3,0,-0.009417211420652386,0,0,-0.16894706185728836,False,True
0,3,0,-0.40881776637890216,0,0,-0.7078581514172512,False,True
0,3,0,-1.1077687375558392,0,0,-0.6439121694723948,False,True
0,3,1,-0.7083681825975895,0,0,-0.7112373206489051,True,False
0,3,1,-0.009417211420652386,0,0,-0.7201500639498611,True,False
0,3,1,0.8892340372354095,0,0,-0.5756647559510009,False,True
1,2,1,0.4898334822771598,0,2,0.6352657028812998,False,True
1,1,0,-0.009417211420652386,0,0,0.6758452460561827,False,True
0,3,0,-0.009417211420652386,0,0,0.37887677100363054,False,True
1,3,0,-0.20911748889977727,0,0,2.885275944249652,False,True
1,3,0,0.09043292731891005,0,0,-0.7112373206489051,True,False
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
1,1,0,0.7893838984958471,0,0,0.656477736813625,False,True
1,1,1,2.586686395807971,1,0,3.099550688410551,False,False
0,3,0,-0.40881776637890216,0,0,-0.7299924476944601,False,True
0,1,0,1.8877354246310338,0,0,1.2270482481487557,False,True
1,2,1,0.5896836210167222,0,0,-0.5083396047744906,False,True
0,3,0,-0.009417211420652386,0,0,0.49877087583851176,True,False
1,2,1,0.7893838984958471,1,0,0.6352657028812998,False,True
0,3,0,0.38998334353759734,0,0,-0.7004800526581815,False,True
0,3,0,-0.608518043858027,0,0,-0.7004800526581815,False,True
0,3,0,-0.009417211420652386,0,0,-0.7499723391340206,False,False
